com.samsung.shealth.tracker.pedometer_step_count,2,,,,,,,,,
duration,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.end_time
24820,12,33,48:00.0,48:43.5,48:00.5,45,1.5160933,37.62999,2.3100002,49:00.0
54439,0,92,49:00.0,49:59.7,49:01.4,92,1.2388134,67.44,3.6599977,50:00.0
60000,0,114,50:00.0,50:59.9,50:00.2,114,1.4218334,85.31,4.539997,51:00.0
17549,0,29,51:00.0,51:33.9,51:00.4,29,1.2057359,21.159996,1.16,52:00.0
17328,0,30,52:00.0,53:09.9,53:09.9,30,1.25,21.66,1.18,53:00.0
8502,0,11,53:00.0,55:01.4,53:09.9,11,0.90328354,7.6799994,0.43999997,54:00.0
18015,0,29,11:00.0,11:59.9,11:39.0,29,1.1739879,21.15,1.15,12:00.0
50996,0,87,12:00.0,12:59.6,12:00.5,87,1.2598916,64.250015,3.3899982,13:00.0
60000,0,109,13:00.0,13:59.2,13:00.1,109,1.3599995,81.599976,4.359998,14:00.0
60000,0,119,14:00.0,15:00.0,14:00.0,119,1.505333,90.31998,4.7599974,15:00.0
60000,0,121,15:00.0,16:56.9,15:00.6,121,1.5484993,92.909966,4.8399982,16:00.0
60000,0,114,16:00.0,16:59.8,16:57.1,114,1.4476664,86.85999,4.56,17:00.0
57851,32,93,17:00.0,17:59.5,17:00.4,125,1.8958946,109.68001,6.5799985,18:00.0
60000,0,117,18:00.0,20:36.3,18:00.1,117,1.4914995,89.489975,4.6299987,19:00.0
59498,0,118,19:00.0,20:36.4,20:36.4,118,1.5277778,90.9,4.69,20:00.0
59793,0,117,20:00.0,21:26.8,20:36.6,117,1.4998176,89.67995,4.659999,21:00.0
31562,0,62,21:00.0,21:32.0,21:26.9,62,1.5043205,47.480003,2.4799995,22:00.0
8796,0,17,23:00.0,23:14.1,23:14.1,17,1.4722222,12.95,0.67,24:00.0
38670,0,71,24:00.0,24:59.7,24:02.2,71,1.380882,53.39998,2.8099988,25:00.0
60000,0,118,25:00.0,27:09.7,25:00.2,118,1.4976661,89.85997,4.7199984,26:00.0
60000,0,119,26:00.0,27:09.8,27:09.8,119,1.5185,91.11,4.76,27:00.0
59648,0,116,27:00.0,28:59.1,27:09.8,116,1.4860374,88.64001,4.62,28:00.0
58688,0,108,28:00.0,28:59.5,28:59.2,108,1.389885,81.57,4.3199997,29:00.0
60000,0,112,29:00.0,29:59.6,29:00.5,112,1.4094996,84.56998,4.479999,30:00.0
60000,0,113,30:00.0,31:46.6,30:00.1,113,1.4083338,84.50003,4.5199976,31:00.0
60000,0,109,31:00.0,31:59.7,31:46.7,109,1.3601668,81.610016,4.359999,32:00.0
35027,0,63,32:00.0,32:36.6,32:00.6,63,1.3486612,47.239998,2.5199995,33:00.0
18962,0,33,33:00.0,34:04.0,34:04.0,33,1.2777778,24.23,1.29,34:00.0
1242,0,2,34:00.0,34:04.1,34:04.1,2,1.1666666,1.45,0.08,35:00.0
14950,0,20,08:00.0,13:02.9,13:02.9,20,0.9444444,14.12,0.79,09:00.0
48969,0,78,13:00.0,14:26.4,13:03.6,78,1.1554201,56.579994,3.0799994,14:00.0
58491,0,95,14:00.0,15:01.0,14:26.4,95,1.1841002,69.26,3.7999988,15:00.0
60000,0,111,15:00.0,16:29.8,16:29.8,111,1.3766667,82.6,4.44,16:00.0
60000,0,106,16:00.0,17:26.9,16:29.9,106,1.3073336,78.44002,4.239999,17:00.0
60000,0,107,17:00.0,17:59.8,17:26.9,107,1.3224998,79.34998,4.279998,18:00.0
60000,0,114,18:00.0,19:04.2,18:00.6,114,1.4181666,85.090004,4.56,19:00.0
60000,0,107,19:00.0,19:59.9,19:04.3,107,1.3261663,79.56998,4.2799993,20:00.0
60000,0,113,20:00.0,21:57.0,20:00.5,113,1.4021668,84.13001,4.519998,21:00.0
60000,0,114,21:00.0,21:59.7,21:57.0,114,1.425,85.5,4.56,22:00.0
60000,0,115,22:00.0,22:59.7,22:00.2,115,1.4386666,86.31999,4.599997,23:00.0
60000,0,114,23:00.0,26:31.3,23:00.3,114,1.424,85.44,4.56,24:00.0
60000,0,115,24:00.0,26:31.4,26:31.4,115,1.4411668,86.47,4.6,25:00.0
60000,0,114,25:00.0,26:31.6,26:31.6,114,1.4266665,85.6,4.56,26:00.0
60000,0,113,26:00.0,27:00.0,26:31.7,113,1.4146668,84.880005,4.519998,27:00.0
60000,0,120,27:00.0,28:37.2,27:00.6,120,1.5189999,91.14,4.8,28:00.0
59455,0,111,28:00.0,28:59.7,28:37.3,111,1.4160246,84.18997,4.4399986,29:00.0
60000,0,119,29:00.0,29:59.7,29:00.8,119,1.5166671,91.00002,4.759997,30:00.0
60000,0,114,30:00.0,32:15.5,30:00.3,114,1.438666,86.31996,4.5599976,31:00.0
57514,0,96,32:00.0,33:20.0,32:15.6,96,1.2209152,70.22005,3.8399978,33:00.0
17520,0,28,33:00.0,33:20.1,33:20.1,28,1.1666666,20.44,1.11,34:00.0
30636,0,49,22:00.0,22:53.1,22:24.0,49,1.1509141,35.259995,1.8799994,23:00.0
58616,0,94,23:00.0,23:59.9,23:02.1,94,1.1643456,68.24999,3.7499979,24:00.0
60000,0,111,24:00.0,25:01.7,24:00.6,111,1.3743334,82.46,4.44,25:00.0
58137,0,102,25:00.0,26:00.0,25:01.7,102,1.3039662,75.80998,4.079998,26:00.0
60000,0,110,26:00.0,28:38.8,26:00.5,110,1.3574998,81.45,4.4,27:00.0
60000,0,117,27:00.0,28:38.8,28:38.8,117,1.4818335,88.91,4.68,28:00.0
60000,0,117,28:00.0,28:59.6,28:38.9,117,1.4854985,89.12991,4.6799984,29:00.0
60000,0,124,29:00.0,29:59.5,29:00.3,124,1.5986657,95.919945,4.949997,30:00.0
59272,0,117,30:00.0,30:59.7,30:00.1,117,1.5158851,89.85001,4.6799974,31:00.0
60000,0,117,31:00.0,32:00.0,31:00.3,117,1.4648333,87.89,4.679997,32:00.0
60000,0,120,32:00.0,32:59.9,32:00.6,120,1.5313324,91.87994,4.7999973,33:00.0
60000,0,119,33:00.0,33:59.9,33:00.9,119,1.5171658,91.029945,4.759997,34:00.0
60000,0,114,34:00.0,34:59.8,34:00.4,114,1.4309998,85.859985,4.559997,35:00.0
19050,0,33,35:00.0,54:55.5,35:00.3,33,1.2897539,24.57,1.32,36:00.0
11655,0,15,11:00.0,11:46.5,11:38.6,15,0.8888888,10.359999,0.6,12:00.0
8836,0,13,12:00.0,12:59.8,12:49.1,13,1.0502104,9.280001,0.51,13:00.0
8806,0,15,13:00.0,15:01.0,13:00.3,15,1.2558575,11.06,0.59,14:00.0
58819,0,98,14:00.0,15:01.1,15:01.1,98,1.2222222,71.89,3.91,15:00.0
15932,0,26,15:00.0,19:18.3,19:18.3,26,1.1944444,19.03,1.04,16:00.0
58876,0,98,17:00.0,19:18.4,19:18.4,98,1.2222222,71.96,3.91,18:00.0
40152,0,68,18:00.0,19:18.5,19:18.5,68,1.25,50.19,2.72,19:00.0
42283,0,71,19:00.0,19:59.6,19:25.0,71,1.2300293,52.009987,2.7999992,20:00.0
60000,0,118,20:00.0,20:59.9,20:00.2,118,1.4828335,88.97001,4.7199974,21:00.0
60000,0,118,21:00.0,22:22.9,21:00.4,118,1.4903331,89.41998,4.7199974,22:00.0
60000,0,118,22:00.0,25:08.8,22:23.0,118,1.4908332,89.45,4.7199993,23:00.0
60000,0,119,23:00.0,25:08.9,25:08.9,119,1.5091667,90.55,4.76,24:00.0
60000,0,117,24:00.0,25:08.9,25:08.9,117,1.4735,88.41,4.64,25:00.0
54596,0,103,25:00.0,25:59.3,25:09.0,103,1.4268255,77.899994,4.0899982,26:00.0
60000,0,112,26:00.0,27:50.3,26:00.3,112,1.3931669,83.59001,4.4599986,27:00.0
58801,0,106,27:00.0,27:59.7,27:50.3,106,1.3501288,79.389984,4.2399993,28:00.0
56297,0,88,28:00.0,28:59.9,28:00.4,88,1.1279355,63.5,3.509998,29:00.0
14200,0,22,29:00.0,29:31.1,29:00.5,22,1.1154764,15.839998,0.88,30:00.0
21400,0,31,30:00.0,30:57.5,30:25.3,31,1.0247585,21.930004,1.2399999,31:00.0
17216,0,30,31:00.0,31:57.9,31:09.5,30,1.2877405,22.17,1.1800001,32:00.0
21838,0,36,32:00.0,32:53.2,32:21.5,36,1.2079843,26.379997,1.4300001,33:00.0
57822,0,102,28:00.0,31:53.2,31:53.2,102,1.3055556,75.49,4.05,29:00.0
60000,0,112,29:00.0,31:53.3,31:53.3,112,1.3986667,83.92,4.48,30:00.0
60000,0,115,30:00.0,31:53.3,31:53.3,115,1.4428334,86.57,4.6,31:00.0
60000,0,119,31:00.0,32:00.0,31:53.4,119,1.5125002,90.75001,4.7599993,32:00.0
60000,0,127,32:00.0,32:59.5,32:00.4,127,1.6436656,98.61993,5.0299964,33:00.0
60000,0,123,33:00.0,33:59.6,33:00.1,123,1.5793321,94.759926,4.9199967,34:00.0
60000,0,121,34:00.0,35:00.9,34:00.2,121,1.5428336,92.57001,4.8199987,35:00.0
60000,0,122,35:00.0,36:59.3,36:59.3,122,1.5586666,93.52,4.7,36:00.0
59366,0,117,36:00.0,36:59.9,36:59.3,117,1.4999999,89.049995,4.55,37:00.0
60000,0,116,37:00.0,39:15.0,37:00.4,116,1.4778335,88.670006,4.63,38:00.0
52699,0,96,38:00.0,39:15.1,39:15.1,96,1.3611112,71.73,3.84,39:00.0
35412,0,68,39:00.0,54:57.7,39:15.1,68,1.4548506,51.52,2.6999998,40:00.0
10017,0,17,10:00.0,15:01.7,15:01.7,17,1.2777778,12.8,0.65,11:00.0
40829,0,71,15:00.0,15:59.5,15:30.7,71,1.2931962,52.799995,2.799999,16:00.0
50860,0,88,16:00.0,16:56.1,16:00.1,88,1.279969,65.10002,3.509998,17:00.0
60000,0,117,17:00.0,20:04.5,20:04.5,117,1.4543333,87.26,4.67,18:00.0
60000,0,116,18:00.0,20:04.6,20:04.6,116,1.4586666,87.52,4.64,19:00.0
60000,0,118,19:00.0,20:04.8,20:04.8,118,1.4944999,89.67,4.72,20:00.0
60000,0,117,20:00.0,20:59.9,20:04.8,117,1.4821669,88.93001,4.6799984,21:00.0
60000,0,117,21:00.0,22:20.1,21:00.4,117,1.4856664,89.139984,4.6699977,22:00.0
60000,0,118,22:00.0,22:59.8,22:20.2,118,1.4955003,89.73003,4.7199974,23:00.0
60000,0,111,23:00.0,23:59.5,23:00.4,111,1.3846674,83.08005,4.4299974,24:00.0
60000,0,111,24:00.0,24:59.6,24:00.1,111,1.385334,83.12004,4.439997,25:00.0
60000,0,113,25:00.0,26:00.0,25:00.2,113,1.4078338,84.470024,4.519997,26:00.0
45012,0,78,26:00.0,26:42.5,26:00.6,78,1.2834308,57.76999,3.1199982,27:00.0
29788,0,52,27:00.0,30:13.0,30:13.0,52,1.3055556,38.89,2.07,28:00.0
27148,0,47,28:00.0,30:13.1,30:13.1,47,1.2777778,34.69,1.86,29:00.0
23301,0,39,56:00.0,56:59.6,56:41.7,39,1.2218058,28.46999,1.4799998,57:00.0
59150,0,101,57:00.0,58:00.0,57:00.1,101,1.2596658,74.51001,4.0399985,58:00.0
59102,0,109,58:00.0,58:59.8,58:00.5,109,1.37523,81.27998,4.249997,59:00.0
42541,0,80,59:00.0,15:00.6,59:00.9,80,1.4158031,60.23,3.1499996,00:00.0
10171,0,18,00:00.0,15:00.6,15:00.6,18,1.3055556,13.28,0.69,01:00.0
14890,0,26,02:00.0,15:00.6,15:00.6,26,1.3055556,19.44,1.01,03:00.0
15104,0,26,15:00.0,17:42.1,17:42.1,26,1.2777778,19.3,1.01,16:00.0
47834,0,84,16:00.0,17:42.2,17:42.2,84,1.3055556,62.45,3.35,17:00.0
39942,12,76,17:00.0,17:42.7,17:42.3,88,1.8216165,72.76,4.09,18:00.0
20988,0,31,18:00.0,18:59.6,18:41.0,31,1.0515455,22.069994,1.2299999,19:00.0
49318,0,78,19:00.0,19:53.3,19:00.3,78,1.1464282,56.539993,3.0999987,20:00.0
25657,0,38,20:00.0,20:28.4,20:00.1,38,1.0558163,27.089993,1.51,21:00.0
6718,0,9,23:00.0,23:30.3,23:29.0,9,0.9362883,6.29,0.35999998,24:00.0
2785,0,6,14:00.0,14:04.7,14:04.7,6,1.6944444,4.72,0.22,15:00.0
55646,0,97,22:00.0,22:59.9,22:21.4,97,1.2834567,71.42004,3.8599987,23:00.0
55743,0,95,23:00.0,27:14.5,23:00.5,95,1.2546751,69.93999,3.7799993,24:00.0
60000,0,112,24:00.0,27:14.6,27:14.6,112,1.4039999,84.24,4.48,25:00.0
60000,0,113,25:00.0,27:14.8,27:14.8,113,1.4198333,85.19,4.5,26:00.0
60000,0,116,26:00.0,27:14.9,27:14.9,116,1.4638335,87.83,4.64,27:00.0
60000,0,120,27:00.0,30:36.5,27:14.9,120,1.5416666,92.5,4.79,28:00.0
53882,0,107,28:00.0,30:36.7,30:36.7,107,1.5277778,82.32,4.22,29:00.0
17244,0,32,29:00.0,30:36.8,30:36.8,32,1.3888888,23.95,1.26,30:00.0
26134,0,46,30:00.0,30:55.7,30:36.9,46,1.3055556,34.12,1.83,31:00.0
37189,0,64,31:00.0,33:44.6,33:44.6,64,1.2777778,47.52,2.55,32:00.0
60000,0,111,32:00.0,33:44.6,33:44.6,111,1.3825,82.95,4.44,33:00.0
49714,0,85,33:00.0,34:00.0,33:44.7,85,1.2589896,62.590023,3.389999,34:00.0
60000,0,118,34:00.0,34:59.7,34:00.6,118,1.4858341,89.15005,4.719997,35:00.0
49895,18,84,35:00.0,35:59.8,35:00.2,102,1.6855253,84.09996,4.9099975,36:00.0
60000,0,112,36:00.0,36:59.9,36:00.3,112,1.3986667,83.92,4.4799976,37:00.0
60000,0,116,37:00.0,37:59.6,37:00.5,116,1.4623337,87.74002,4.639997,38:00.0
60000,0,116,38:00.0,38:59.6,38:00.1,116,1.4533323,87.199936,4.639997,39:00.0
48493,0,80,39:00.0,39:59.5,39:00.1,80,1.2059454,58.47998,3.1899984,40:00.0
18940,0,26,40:00.0,40:27.4,40:00.2,26,0.97354954,18.439997,1.0300002,41:00.0
14964,0,25,42:00.0,42:45.5,42:19.3,25,1.2409433,18.569998,0.9100001,43:00.0
33530,0,51,43:00.0,43:57.7,43:08.5,51,1.0861686,36.42,1.8799999,44:00.0
35841,0,60,44:00.0,44:35.0,44:02.9,60,1.229011,44.04998,2.389999,45:00.0
26489,0,48,45:00.0,48:24.2,45:27.1,48,1.3541445,35.87,1.91,46:00.0
31516,0,53,46:00.0,48:24.3,48:24.3,53,1.2222222,38.52,2.1,47:00.0
40399,0,64,47:00.0,48:24.3,48:24.3,64,1.1388888,46.01,2.53,48:00.0
4560,0,6,48:00.0,48:24.4,48:24.4,6,0.9166667,4.18,0.24,49:00.0
13737,0,21,53:00.0,54:01.7,53:25.7,21,1.1042949,15.17,0.83000004,54:00.0
36699,0,56,54:00.0,55:00.7,54:01.7,56,1.0904713,40.02,2.24,55:00.0
5416,0,9,55:00.0,55:46.2,55:46.2,9,1.2222222,6.62,0.35,56:00.0
25261,0,41,58:00.0,58:59.6,58:35.2,41,1.1879836,30.009998,1.6299998,59:00.0
55484,0,95,59:00.0,59:59.4,59:00.2,95,1.2668384,70.28997,3.7899978,00:00.0
58158,0,90,00:00.0,02:33.0,00:00.2,90,1.1093916,64.52,3.58,01:00.0
60000,0,88,01:00.0,02:33.2,02:33.2,88,1.0405,62.43,3.51,02:00.0
49521,0,79,02:00.0,15:08.8,02:33.2,79,1.1631376,57.600025,3.1399992,03:00.0
60000,0,106,03:00.0,15:08.9,15:08.9,106,1.2815,76.89,4.23,04:00.0
21592,0,38,04:00.0,15:20.8,15:20.8,38,1.3055556,28.19,1.51,05:00.0
7301,0,11,06:00.0,15:20.8,15:20.8,11,1.0833334,7.91,0.43,07:00.0
10297,0,17,07:00.0,15:21.5,15:21.5,17,1.1944444,12.3,0.67,08:00.0
5640,0,9,10:00.0,15:21.5,15:21.5,9,1.1666666,6.58,0.35,11:00.0
36154,0,58,12:00.0,15:21.8,15:21.8,58,1.1666666,42.18,2.3,13:00.0
48275,0,76,13:00.0,15:21.8,15:21.8,76,1.1388888,54.98,3.01,14:00.0
8512,0,16,14:00.0,15:22.8,15:22.8,16,1.4166666,12.06,0.63,15:00.0
34308,0,53,15:00.0,17:30.9,17:30.9,53,1.1111112,38.12,2.11,16:00.0
43901,0,65,16:00.0,17:31.1,17:31.1,65,1.0555556,46.34,2.59,17:00.0
17296,0,28,17:00.0,21:48.2,17:31.1,28,1.1718796,20.269999,1.1099999,18:00.0
4940,0,7,18:00.0,21:48.3,21:48.3,7,1.0000001,4.94,0.28,19:00.0
4668,0,6,22:00.0,22:11.1,22:11.1,6,0.8888889,4.15,0.24,23:00.0
21365,0,34,37:00.0,43:29.0,43:29.0,34,1.1944444,25.52,1.48,38:00.0
12710,0,19,39:00.0,43:29.1,43:29.1,19,1.0833334,13.77,0.75,40:00.0
21110,0,32,40:00.0,43:29.3,43:29.3,32,1.0833334,22.87,1.27,41:00.0
2502,0,4,41:00.0,43:29.4,43:29.4,4,1.1666666,2.92,0.16,42:00.0
44144,0,75,42:00.0,43:29.4,43:29.4,75,1.25,55.18,3,43:00.0
43610,0,67,43:00.0,43:53.8,43:29.5,67,1.1109616,48.45,2.6699996,44:00.0
48840,0,76,44:00.0,45:12.4,44:00.9,76,1.1248875,54.939987,3.0099988,45:00.0
59976,0,102,46:00.0,47:41.1,47:41.1,102,1.25,74.97,4.03,47:00.0
47620,0,77,47:00.0,55:04.3,47:41.2,77,1.1818355,56.28,3.0399997,48:00.0
57473,11,99,48:00.0,55:04.4,55:04.4,110,1.5,86.21,4.84,49:00.0
59425,0,98,49:00.0,55:51.5,55:51.5,98,1.1944444,70.98,3.9,50:00.0
44264,0,75,50:00.0,55:51.6,55:51.6,75,1.25,55.33,3,51:00.0
4110,0,9,51:00.0,56:06.6,56:06.6,9,1.7222222,7.08,0.34,52:00.0
18171,0,29,53:00.0,56:06.6,56:06.6,29,1.1666666,21.2,1.14,54:00.0
46638,0,72,54:00.0,56:06.7,56:06.7,72,1.1111112,51.82,2.87,55:00.0
39350,0,59,55:00.0,10:24.7,10:24.7,59,1.0833334,42.63,2.34,56:00.0
10114,0,16,01:00.0,10:24.8,10:24.8,16,1.1666666,11.8,0.61,02:00.0
60000,0,90,04:00.0,10:25.0,10:25.0,90,1.0688332,64.13,3.59,05:00.0
59441,0,82,05:00.0,10:25.0,10:25.0,82,0.9722222,57.79,3.28,06:00.0
60000,0,87,06:00.0,10:25.1,10:25.1,87,1.032,61.92,3.47,07:00.0
46264,0,70,07:00.0,10:25.1,10:25.1,70,1.0833334,50.12,2.78,08:00.0
29808,0,41,08:00.0,10:25.1,10:25.1,41,0.9722222,28.98,1.63,09:00.0
55132,0,74,09:00.0,10:25.2,10:25.2,74,0.9444444,52.07,2.94,10:00.0
28036,0,37,10:00.0,10:26.1,10:25.2,37,0.91952014,25.78,1.4799999,11:00.0
22017,0,35,11:00.0,12:48.5,11:04.1,35,1.1467944,25.249996,1.3900001,12:00.0
11621,0,20,12:00.0,12:48.6,12:48.6,20,1.2777778,14.85,0.79,13:00.0
50269,0,80,17:00.0,17:59.6,17:13.9,80,1.1561604,58.12,3.1099987,18:00.0
17399,0,26,18:00.0,18:20.6,18:00.3,26,1.066684,18.560003,1.0400001,19:00.0
15027,0,23,20:00.0,21:05.0,21:05.0,23,1.0833334,16.28,0.92,21:00.0
37884,0,52,21:00.0,23:23.1,21:27.8,52,0.9616135,36.429996,2,22:00.0
39345,0,53,22:00.0,23:23.2,23:23.2,53,0.94444436,37.16,2.12,23:00.0
22536,0,35,24:00.0,26:32.4,26:32.4,35,1.1111112,25.04,1.4,25:00.0
39337,0,57,25:00.0,26:32.5,26:32.5,57,1.0277778,40.43,2.28,26:00.0
9203,0,14,28:00.0,33:37.5,33:37.5,14,1.0833334,9.97,0.55,29:00.0
8674,0,14,29:00.0,33:37.6,33:37.6,14,1.1666666,10.12,0.55,30:00.0
26782,0,44,30:00.0,33:37.7,33:37.7,44,1.1944444,31.99,1.73,31:00.0
15977,0,26,31:00.0,33:37.8,33:37.8,26,1.1666666,18.64,1.03,32:00.0
6586,0,11,32:00.0,33:38.0,33:38.0,11,1.2222222,8.05,0.44,33:00.0
50571,0,84,35:00.0,36:57.3,36:57.3,84,1.2222222,61.81,3.32,36:00.0
23787,0,36,36:00.0,36:57.3,36:57.3,36,1.0833334,25.77,1.43,37:00.0
39721,0,57,37:00.0,37:59.8,37:18.6,57,1.0130635,40.240005,2.199999,38:00.0
58872,0,84,38:00.0,38:59.3,38:00.5,84,1.0079463,59.33998,3.3599982,39:00.0
48045,0,69,39:00.0,39:59.5,39:00.2,69,1.0129999,48.669987,2.679999,40:00.0
40806,0,70,40:00.0,40:59.5,40:00.2,70,1.2792006,52.20001,2.7099988,41:00.0
32562,0,49,41:00.0,41:55.3,41:00.2,49,1.0773063,35.079994,1.8799996,42:00.0
45650,0,61,42:00.0,43:11.5,42:23.0,61,0.93230975,42.560005,2.3599994,43:00.0
14782,0,19,43:00.0,43:49.9,43:48.3,19,0.88888884,13.139998,0.77000004,44:00.0
17100,0,22,46:00.0,47:00.2,47:00.2,22,0.8888889,15.2,0.89,47:00.0
18530,0,29,47:00.0,47:28.7,47:12.3,29,1.1391845,21.109993,1.1500001,48:00.0
60000,0,88,48:00.0,48:59.8,48:02.1,88,1.0438335,62.630013,3.5099978,49:00.0
35926,0,57,49:00.0,49:59.4,49:00.6,57,1.1456804,41.16,2.1999993,50:00.0
20103,0,31,50:00.0,50:19.4,50:00.7,31,1.1087496,22.289997,1.24,51:00.0
18219,0,30,51:00.0,51:39.9,51:11.5,30,1.1959445,21.789999,1.18,52:00.0
54902,0,79,52:00.0,52:59.4,52:06.8,79,1.017257,55.84997,3.1599982,53:00.0
9610,0,13,53:00.0,53:29.1,53:05.9,13,0.948928,9.12,0.52,54:00.0
39173,0,60,54:00.0,54:54.4,54:24.0,60,1.0966727,42.959988,2.3199992,55:00.0
49911,0,75,55:00.0,56:00.0,55:12.1,75,1.076305,53.71999,2.919999,56:00.0
48637,0,77,56:00.0,56:48.4,56:00.6,77,1.1452175,55.699997,3.0699985,57:00.0
47906,0,69,57:00.0,57:59.4,57:01.7,69,1.0199046,48.859985,2.749999,58:00.0
47607,0,70,58:00.0,58:59.5,58:00.1,70,1.0502459,50.000004,2.7199986,59:00.0
23353,0,33,59:00.0,59:32.5,59:00.5,33,0.99726945,23.290007,1.3199999,00:00.0
15251,0,23,00:00.0,00:38.1,00:13.7,23,1.0812305,16.49,0.9100002,01:00.0
26248,0,47,01:00.0,01:59.9,01:38.0,47,1.3402598,35.179996,1.8599994,02:00.0
20378,0,35,02:00.0,02:19.7,02:00.5,35,1.2685057,25.849995,1.3999997,03:00.0
54662,0,91,03:00.0,08:13.2,08:13.2,91,1.2222222,66.81,3.64,04:00.0
60000,0,98,04:00.0,08:13.3,08:13.3,98,1.1985,71.91,3.9,05:00.0
47871,0,77,05:00.0,08:13.4,08:13.4,77,1.1666666,55.85,3.08,06:00.0
8218,0,13,06:00.0,08:13.5,08:13.5,13,1.1388888,9.36,0.51,07:00.0
28136,0,42,10:00.0,15:00.7,15:00.7,42,1.0555556,29.7,1.67,11:00.0
40104,0,74,11:00.0,15:00.9,15:00.9,74,1.3888888,55.7,2.94,12:00.0
46829,0,85,12:00.0,15:00.9,15:00.9,85,1.3611112,63.74,3.37,13:00.0
15578,0,26,13:00.0,15:01.0,15:01.0,26,1.2222222,19.04,1.03,14:00.0
11760,0,19,14:00.0,15:01.0,15:01.0,19,1.1666666,13.72,0.74,15:00.0
32892,0,50,15:00.0,15:47.7,15:05.5,50,1.0905317,35.87,1.9899997,16:00.0
11673,0,16,18:00.0,18:30.3,18:22.7,16,0.9576945,11.179998,0.64000005,19:00.0
39766,0,60,21:00.0,24:10.6,24:10.6,60,1.0833333,43.08,2.39,22:00.0
26828,0,45,22:00.0,24:10.7,24:10.7,45,1.2222222,32.79,1.78,23:00.0
4633,0,7,23:00.0,24:10.8,24:10.8,7,1.0833333,5.02,0.27,24:00.0
54516,0,92,24:00.0,28:23.9,24:10.8,92,1.2471364,67.99,3.6699996,25:00.0
60000,0,103,25:00.0,28:24.0,28:24.0,103,1.257,75.42,4.12,26:00.0
52135,0,79,26:00.0,28:24.1,28:24.1,79,1.0833334,56.48,3.16,27:00.0
26174,0,35,27:00.0,28:24.2,28:24.2,35,0.94444454,24.72,1.39,28:00.0
60000,0,102,29:00.0,33:20.9,29:01.6,102,1.2216663,73.29998,4.079998,30:00.0
60000,0,108,30:00.0,33:21.0,33:21.0,108,1.3308333,79.85,4.32,31:00.0
60000,0,102,31:00.0,33:21.2,33:21.2,102,1.2453334,74.72,4.07,32:00.0
60000,0,104,32:00.0,33:21.3,33:21.3,104,1.2693334,76.16,4.16,33:00.0
59667,0,100,33:00.0,34:00.0,33:21.4,100,1.2301466,73.39999,3.9999976,34:00.0
58191,0,93,34:00.0,35:00.9,34:00.6,93,1.1611582,67.57,3.719998,35:00.0
41823,0,62,35:00.0,38:06.5,35:01.0,62,1.0568153,44.2,2.48,36:00.0
60000,0,103,36:00.0,38:06.6,38:06.6,103,1.2451665,74.71,4.12,37:00.0
59986,0,98,37:00.0,38:06.7,38:06.7,98,1.1944444,71.65,3.92,38:00.0
4802,0,8,40:00.0,40:58.7,40:58.7,8,1.2222222,5.87,0.31,41:00.0
29994,0,50,45:00.0,48:23.9,48:23.9,50,1.2222222,36.66,1.98,46:00.0
51927,0,82,47:00.0,48:23.9,48:23.9,82,1.1388888,59.14,3.27,48:00.0
26321,0,42,48:00.0,48:59.7,48:24.1,42,1.1682342,30.75,1.66,49:00.0
60000,0,101,49:00.0,51:40.4,49:08.1,101,1.2403332,74.42,4.02,50:00.0
57805,0,93,50:00.0,51:40.5,51:40.5,93,1.1666666,67.44,3.71,51:00.0
59854,0,94,51:00.0,51:59.9,51:40.6,94,1.1376007,68.09001,3.7599988,52:00.0
21951,0,33,52:00.0,52:53.6,52:00.6,33,1.0737424,23.569998,1.32,53:00.0
36588,0,59,53:00.0,54:02.5,53:28.9,59,1.1763259,43.039997,2.3500001,54:00.0
59774,0,95,54:00.0,54:59.9,54:02.6,95,1.1536607,68.95999,3.789999,55:00.0
60000,0,95,55:00.0,58:10.6,55:00.5,95,1.1343334,68.06,3.8,56:00.0
55818,0,86,56:00.0,58:10.7,58:10.7,86,1.1111112,62.02,3.43,57:00.0
59312,0,93,57:00.0,58:10.8,58:10.8,93,1.1388888,67.55,3.72,58:00.0
42673,0,65,00:00.0,01:39.4,01:39.4,65,1.0833334,46.23,2.6,01:00.0
52398,0,87,11:00.0,14:15.0,11:18.5,87,1.2151196,63.67,3.3999991,12:00.0
51750,0,86,12:00.0,14:15.2,14:15.2,86,1.2222222,63.25,3.44,13:00.0
43337,0,69,18:00.0,19:32.5,19:32.5,69,1.1666666,50.56,2.71,19:00.0
60000,0,103,19:00.0,19:59.8,19:32.6,103,1.2600006,75.60004,4.1199985,20:00.0
60000,0,107,20:00.0,20:59.8,20:00.5,107,1.3119999,78.72,4.2799973,21:00.0
60000,0,102,21:00.0,21:59.4,21:00.5,102,1.2373337,74.24003,4.0799975,22:00.0
50961,0,91,22:00.0,22:48.4,22:00.4,91,1.3329569,67.930016,3.6399977,23:00.0
60000,0,98,23:00.0,23:57.0,23:02.0,98,1.1831666,70.99,3.829998,24:00.0
27192,0,38,24:00.0,24:59.4,24:34.2,38,0.98151463,26.69,1.4400002,25:00.0
