com.samsung.shealth.tracker.pedometer_step_count,2,,,,,,,,,
duration,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.end_time
57328,0,99,29:00.0,29:59.6,29:00.1,99,1.2740539,73.04005,3.9399977,30:00.0
60000,0,111,30:00.0,30:59.6,30:00.2,111,1.3764999,82.58999,4.439997,31:00.0
60000,0,102,31:00.0,31:59.6,31:00.1,102,1.2453332,74.71999,4.069998,32:00.0
60000,0,106,32:00.0,32:59.9,32:00.3,106,1.292666,77.55997,4.2399974,33:00.0
60000,0,107,33:00.0,33:59.7,33:00.5,107,1.3113353,78.680115,4.2799973,34:00.0
60000,0,104,34:00.0,34:59.9,34:00.4,104,1.2716665,76.299995,4.1599975,35:00.0
60000,0,105,35:00.0,35:59.5,35:00.5,105,1.2946671,77.68003,4.1999974,36:00.0
60000,0,105,36:00.0,36:59.9,36:00.1,105,1.2856663,77.139984,4.1999974,37:00.0
60000,0,112,37:00.0,37:59.5,37:00.5,112,1.3881676,83.290054,4.479997,38:00.0
59618,0,99,38:00.0,38:59.4,38:00.0,99,1.2138883,72.37001,3.9499977,39:00.0
60000,0,100,39:00.0,39:59.5,39:00.1,100,1.2128335,72.77001,3.9999976,40:00.0
59049,0,93,40:00.0,40:59.6,40:00.1,93,1.1439515,67.54998,3.719998,41:00.0
43518,0,69,41:00.0,41:48.3,41:00.2,69,1.1498481,50.03999,2.7499988,42:00.0
5027,0,8,42:00.0,42:59.9,42:58.8,8,1.1458038,5.76,0.31,43:00.0
16840,0,27,43:00.0,43:21.4,43:00.6,27,1.1674055,19.659996,1.07,44:00.0
33425,0,58,37:00.0,39:29.9,39:29.9,58,1.2777778,42.71,2.3,38:00.0
33560,0,61,38:00.0,39:30.0,39:30.0,61,1.3611112,45.68,2.42,39:00.0
60000,0,115,39:00.0,39:59.6,39:30.0,115,1.4478334,86.87,4.599998,40:00.0
60000,0,119,40:00.0,40:59.9,40:00.1,119,1.5094987,90.56992,4.759997,41:00.0
60000,0,121,41:00.0,41:59.9,41:00.4,121,1.5506657,93.03994,4.8399963,42:00.0
60000,0,122,42:00.0,42:59.6,42:00.6,122,1.5621649,93.7299,4.8799973,43:00.0
60000,0,121,43:00.0,47:21.4,43:00.3,121,1.5463336,92.78001,4.839999,44:00.0
60000,0,121,44:00.0,47:21.5,47:21.5,121,1.5433333,92.6,4.84,45:00.0
60000,0,119,45:00.0,47:21.6,47:21.6,119,1.516,90.96,4.76,46:00.0
60000,0,121,46:00.0,47:21.7,47:21.7,121,1.5436667,92.62,4.84,47:00.0
50191,0,92,47:00.0,50:19.8,47:21.7,92,1.3849094,69.51,3.67,48:00.0
42866,0,84,49:00.0,50:19.9,50:19.9,84,1.5,64.3,3.34,50:00.0
33407,0,66,50:00.0,54:35.0,50:20.0,66,1.5187987,50.739998,2.6399999,51:00.0
10853,0,17,08:00.0,08:52.6,08:45.2,17,1.1323706,12.289999,0.6700001,09:00.0
60000,0,101,09:00.0,09:59.5,09:57.2,101,1.2206666,73.240005,4.0299997,10:00.0
55402,0,89,10:00.0,10:59.6,10:00.1,89,1.1690779,64.77002,3.5399983,11:00.0
56567,0,93,11:00.0,14:38.4,11:00.2,93,1.2017468,67.97999,3.7199984,12:00.0
6498,0,10,12:00.0,14:38.5,14:38.5,10,1.0833334,7.04,0.4,13:00.0
19458,0,29,32:00.0,33:27.7,33:27.7,29,1.0833334,21.08,1.13,33:00.0
1653,0,3,33:00.0,33:27.8,33:27.8,3,1.3611112,2.25,0.12,34:00.0
2728,0,7,01:00.0,02:04.5,02:04.5,7,2.8333333,7.73,0.6,02:00.0
5436,0,10,02:00.0,03:12.5,03:12.5,10,1.6666665,9.06,0.54,03:00.0
4657,0,6,13:00.0,13:23.8,13:23.8,6,0.88888884,4.14,0.24,14:00.0
27554,0,51,16:00.0,18:36.8,18:36.8,51,1.3888888,38.27,2.03,17:00.0
39487,0,71,17:00.0,18:36.9,18:36.9,71,1.3333334,52.65,2.82,18:00.0
7759,0,16,18:00.0,18:37.0,18:37.0,16,1.5555556,12.07,0.63,19:00.0
5423,0,8,20:00.0,20:59.5,20:58.5,8,1.0380304,5.63,0.32,21:00.0
59310,0,102,21:00.0,21:59.6,21:00.1,102,1.2658734,75.08004,4.0799975,22:00.0
59002,0,98,22:00.0,22:59.7,22:00.2,98,1.2129941,71.57001,3.9099977,23:00.0
60000,0,110,23:00.0,23:59.9,23:00.3,110,1.3526666,81.159996,4.399997,24:00.0
60000,0,104,24:00.0,24:59.6,24:00.5,104,1.2758344,76.550064,4.1599975,25:00.0
60000,0,111,25:00.0,25:59.9,25:00.2,111,1.3666668,82.00001,4.439997,26:00.0
54914,0,94,26:00.0,26:59.5,26:00.9,94,1.2585008,69.110016,3.7499979,27:00.0
60000,0,115,27:00.0,27:59.9,27:00.0,115,1.4358333,86.15,4.599997,28:00.0
60000,0,112,28:00.0,28:59.5,28:00.4,112,1.3898327,83.38997,4.479997,29:00.0
60000,0,112,29:00.0,29:59.7,29:00.1,112,1.3865002,83.19001,4.479997,30:00.0
60000,0,110,30:00.0,30:59.6,30:00.4,110,1.3556664,81.33998,4.399997,31:00.0
60000,0,109,31:00.0,31:59.5,31:00.1,109,1.3498342,80.99005,4.359998,32:00.0
49199,0,82,32:00.0,35:02.2,32:00.1,82,1.2193329,59.989998,3.28,33:00.0
60000,0,112,33:00.0,35:02.3,35:02.3,112,1.3865001,83.19,4.48,34:00.0
24672,0,42,34:00.0,35:02.3,35:02.3,42,1.25,30.84,1.67,35:00.0
13105,0,21,53:00.0,54:55.3,54:55.3,21,1.1666666,15.29,0.82,54:00.0
8840,0,15,54:00.0,59:09.0,59:09.0,15,1.25,11.05,0.59,55:00.0
4784,0,7,55:00.0,02:33.3,02:33.3,7,1.0555555,5.05,0.27,56:00.0
10577,0,17,58:00.0,02:33.3,02:33.3,17,1.1666666,12.34,0.67,59:00.0
47937,0,80,59:00.0,02:33.4,02:33.4,80,1.2222222,58.59,3.19,00:00.0
60000,0,114,00:00.0,02:33.5,02:33.5,114,1.4305,85.83,4.56,01:00.0
23505,0,42,01:00.0,02:33.6,02:33.6,42,1.3333334,31.34,1.67,02:00.0
14078,0,25,02:00.0,02:33.7,02:33.7,25,1.3055556,18.38,1,03:00.0
11332,0,20,21:00.0,22:00.5,22:00.5,20,1.2777778,14.48,0.78,22:00.0
17238,0,29,22:00.0,22:45.5,22:19.9,29,1.2361765,21.31,1.15,23:00.0
53239,0,89,23:00.0,34:03.3,23:09.7,89,1.2231616,65.11999,3.5499983,24:00.0
60000,0,109,24:00.0,34:03.4,34:03.4,109,1.3461667,80.77,4.36,25:00.0
60000,0,110,25:00.0,34:03.5,34:03.5,110,1.3679999,82.08,4.4,26:00.0
60000,0,118,26:00.0,34:03.5,34:03.5,118,1.4900001,89.4,4.72,27:00.0
60000,0,120,27:00.0,34:03.6,34:03.6,120,1.5341667,92.05,4.8,28:00.0
60000,0,118,28:00.0,34:03.7,34:03.7,118,1.4998333,89.99,4.72,29:00.0
60000,0,119,29:00.0,34:03.7,34:03.7,119,1.5113335,90.68,4.76,30:00.0
60000,0,121,30:00.0,34:03.7,34:03.7,121,1.5523334,93.14,4.84,31:00.0
60000,0,115,31:00.0,34:03.8,34:03.8,115,1.4418334,86.51,4.6,32:00.0
60000,0,120,32:00.0,34:03.8,34:03.8,120,1.5211666,91.27,4.8,33:00.0
57453,0,104,33:00.0,34:03.8,34:03.8,104,1.3611112,78.2,4.16,34:00.0
55824,0,100,34:00.0,34:59.8,34:03.8,100,1.3418746,74.91,3.999998,35:00.0
9577,0,17,35:00.0,36:50.8,36:50.8,17,1.3333334,12.77,0.67,36:00.0
10308,0,19,22:00.0,22:59.5,22:56.1,19,1.3727145,14.150001,0.68000007,23:00.0
44720,0,75,23:00.0,26:16.2,23:00.0,75,1.2256105,54.809986,2.9799986,24:00.0
60000,0,115,24:00.0,26:16.3,26:16.3,115,1.4381666,86.29,4.6,25:00.0
60000,0,120,25:00.0,26:16.4,26:16.4,120,1.5221667,91.33,4.8,26:00.0
60000,0,118,26:00.0,27:00.0,26:16.5,118,1.4903339,89.42003,4.719997,27:00.0
60000,0,118,27:00.0,27:59.6,27:00.6,118,1.4908338,89.45003,4.719997,28:00.0
54112,0,96,28:00.0,28:59.5,28:00.1,96,1.3218848,71.530014,3.8299978,29:00.0
59076,0,102,29:00.0,29:59.6,29:00.1,102,1.2724108,75.17001,4.0699973,30:00.0
60000,0,111,30:00.0,30:59.6,30:00.2,111,1.3711665,82.26999,4.439997,31:00.0
60000,0,115,31:00.0,31:59.5,31:00.2,115,1.4346668,86.08,4.599997,32:00.0
60000,0,114,32:00.0,33:00.0,32:00.1,114,1.421667,85.30002,4.559997,33:00.0
60000,0,115,33:00.0,33:59.8,33:00.6,115,1.4439986,86.63992,4.599997,34:00.0
44988,0,81,34:00.0,34:44.2,34:00.5,81,1.3425791,60.399994,3.2299984,35:00.0
32621,0,56,35:00.0,35:50.5,35:20.1,56,1.2641858,41.24,2.2199993,36:00.0
10319,0,15,36:00.0,36:18.9,36:12.7,15,1.0368617,10.7,0.59000003,37:00.0
22140,0,38,39:00.0,55:01.3,55:01.3,38,1.2777778,28.29,1.49,40:00.0
21048,0,37,40:00.0,55:52.8,55:52.8,37,1.3055556,27.48,1.47,41:00.0
60000,0,114,41:00.0,55:52.9,55:52.9,114,1.4191667,85.15,4.56,42:00.0
44211,0,78,42:00.0,55:52.9,55:52.9,78,1.3055556,57.72,3.12,43:00.0
6021,0,10,43:00.0,56:35.0,56:35.0,10,1.2222222,7.36,0.39,44:00.0
9184,0,15,44:00.0,56:35.1,56:35.1,15,1.1944444,10.97,0.59,45:00.0
16812,0,26,45:00.0,56:35.2,56:35.2,26,1.1111112,18.68,1.02,46:00.0
17754,0,28,04:00.0,15:00.9,15:00.9,28,1.1388888,20.22,1.1,05:00.0
28901,0,50,05:00.0,15:27.6,15:27.6,50,1.2777778,36.93,1.96,06:00.0
25368,0,43,06:00.0,15:27.6,15:27.6,43,1.25,31.71,1.68,07:00.0
12211,0,18,08:00.0,15:27.6,15:27.6,18,1.0555556,12.89,0.71,09:00.0
5940,0,10,09:00.0,15:27.7,15:27.7,10,1.2222222,7.26,0.39,10:00.0
20397,0,34,10:00.0,15:27.7,15:27.7,34,1.2222222,24.93,1.35,11:00.0
29389,0,49,14:00.0,15:27.7,15:27.7,49,1.2222222,35.92,1.94,15:00.0
19550,0,35,15:00.0,15:29.2,15:28.2,35,1.3309175,26.019999,1.39,16:00.0
53304,0,88,16:00.0,16:59.6,16:10.0,88,1.207597,64.37001,3.4999979,17:00.0
60000,0,113,17:00.0,20:33.8,17:00.2,113,1.4004999,84.03,4.5199976,18:00.0
56272,0,100,18:00.0,20:33.9,20:33.9,100,1.3333334,75.03,3.99,19:00.0
60000,0,109,19:00.0,20:34.0,20:34.0,109,1.3433334,80.6,4.36,20:00.0
49143,0,86,20:00.0,20:48.6,20:34.1,86,1.3023019,63.999996,3.439999,21:00.0
52648,0,82,21:00.0,24:30.7,21:31.6,82,1.1187431,58.9,3.26,22:00.0
60000,0,98,22:00.0,24:30.8,24:30.8,98,1.1823334,70.94,3.92,23:00.0
60000,0,97,23:00.0,24:30.9,24:30.9,97,1.1406666,68.44,3.82,24:00.0
53164,0,84,24:00.0,24:59.2,24:31.0,84,1.1468217,60.969994,3.3399987,25:00.0
60000,0,102,25:00.0,35:06.3,25:00.3,102,1.2378331,74.26999,4.08,26:00.0
60000,0,101,26:00.0,35:06.4,35:06.4,101,1.2275,73.65,4.04,27:00.0
60000,0,104,27:00.0,35:06.5,35:06.5,104,1.2643334,75.86,4.16,28:00.0
60000,0,100,28:00.0,35:06.5,35:06.5,100,1.2121667,72.73,4,29:00.0
60000,0,102,29:00.0,35:06.6,35:06.6,102,1.2418333,74.51,4.08,30:00.0
60000,0,100,30:00.0,35:06.6,35:06.6,100,1.2081666,72.49,4,31:00.0
60000,0,100,31:00.0,35:06.7,35:06.7,100,1.2145001,72.87,4,32:00.0
60000,0,95,32:00.0,35:06.8,35:06.8,95,1.1361667,68.17,3.8,33:00.0
60000,0,103,33:00.0,35:06.8,35:06.8,103,1.2509999,75.06,4.12,34:00.0
60000,0,103,34:00.0,35:06.9,35:06.9,103,1.2521666,75.13,4.12,35:00.0
41566,0,63,35:00.0,36:43.9,36:43.9,63,1.0833334,45.03,2.5,36:00.0
45863,0,77,36:00.0,36:59.5,36:44.0,77,1.2351766,56.650024,3.049999,37:00.0
59231,0,96,37:00.0,37:59.8,37:00.3,96,1.182134,70.02,3.8299978,38:00.0
60000,0,103,38:00.0,39:00.0,38:00.5,103,1.253167,75.19002,4.1199975,39:00.0
60000,0,99,39:00.0,39:59.6,39:00.7,99,1.2023336,72.140015,3.9599974,40:00.0
58112,0,98,40:00.0,40:59.8,40:00.2,98,1.2367382,71.870026,3.9199975,41:00.0
1288,0,2,41:00.0,41:01.6,41:00.7,2,1.1249243,1.45,0.08,42:00.0
25140,0,41,42:00.0,42:45.8,42:45.8,41,1.1666666,29.33,1.61,43:00.0
26577,0,40,42:00.0,42:51.1,42:36.3,40,1.0870293,28.889997,1.5199997,43:00.0
29545,0,53,43:00.0,43:26.1,43:00.1,53,1.3413011,39.630013,2.1099992,44:00.0
48857,0,91,44:00.0,44:59.9,44:15.8,91,1.4079709,68.789986,3.6299977,45:00.0
53750,0,102,45:00.0,45:52.4,45:00.4,102,1.4433261,77.579994,4.0799975,46:00.0
12585,0,23,46:00.0,46:53.0,46:01.1,23,1.3761609,17.320002,0.9000001,47:00.0
4854,0,7,48:00.0,48:47.8,48:47.0,7,1.0237724,4.97,0.28,49:00.0
11752,0,20,49:00.0,50:36.4,50:36.4,20,1.25,14.69,0.79,50:00.0
13700,0,26,01:00.0,04:05.9,04:05.9,26,1.4444444,19.79,1.01,02:00.0
51609,0,95,02:00.0,04:06.1,04:06.1,95,1.3888888,71.68,3.79,03:00.0
60000,0,117,03:00.0,04:06.1,04:06.1,117,1.4851667,89.11,4.68,04:00.0
37229,0,65,04:00.0,06:07.2,04:06.1,65,1.2997884,48.39,2.6,05:00.0
59017,0,107,05:00.0,06:07.2,06:07.2,107,1.3611112,80.33,4.26,06:00.0
7133,0,15,06:00.0,06:14.7,06:07.3,15,1.6513938,11.78,0.57000005,07:00.0
4796,0,7,07:00.0,07:12.0,07:11.1,7,1.0194387,4.89,0.28,08:00.0
60000,0,109,23:00.0,23:59.9,23:23.2,109,1.3270001,79.62001,4.349998,24:00.0
60000,0,107,24:00.0,24:59.5,24:00.6,107,1.3223329,79.33997,4.2799983,25:00.0
58475,0,102,25:00.0,25:59.5,25:00.1,102,1.2960892,75.789955,4.0799975,26:00.0
60000,0,113,26:00.0,26:59.8,26:00.0,113,1.4033338,84.20003,4.519997,27:00.0
60000,0,123,27:00.0,29:04.6,27:00.4,123,1.5715001,94.29001,4.9199996,28:00.0
60000,0,122,28:00.0,29:04.7,29:04.7,122,1.5545001,93.27,4.88,29:00.0
60000,0,117,29:00.0,31:33.1,29:04.7,117,1.4881667,89.29,4.679998,30:00.0
60000,0,119,30:00.0,31:33.1,31:33.1,119,1.5203333,91.22,4.76,31:00.0
59098,0,115,31:00.0,31:59.7,31:33.1,115,1.4922595,88.18995,4.599998,32:00.0
59607,0,118,32:00.0,32:59.5,32:00.2,118,1.5199463,90.599976,4.659997,33:00.0
60000,0,124,33:00.0,33:59.8,33:00.5,124,1.5919985,95.519905,4.9599967,34:00.0
60000,0,120,34:00.0,35:00.5,34:00.3,120,1.5381666,92.28999,4.799999,35:00.0
5836,0,11,35:00.0,35:18.5,35:18.5,11,1.4444444,8.43,0.44,36:00.0
3987,0,6,11:00.0,11:07.5,11:07.5,6,1.0833334,4.32,0.23,12:00.0
3076,0,6,16:00.0,16:18.9,16:18.9,6,1.4722222,4.53,0.23,17:00.0
28417,0,47,22:00.0,22:51.7,22:25.6,47,1.211216,34.419994,1.8599997,23:00.0
60000,0,94,23:00.0,28:21.0,23:01.7,94,1.1198334,67.19,3.76,24:00.0
60000,0,112,24:00.0,28:21.2,28:21.2,112,1.3955001,83.73,4.48,25:00.0
60000,0,114,25:00.0,28:21.2,28:21.2,114,1.4288334,85.73,4.56,26:00.0
60000,0,112,26:00.0,28:21.3,28:21.3,112,1.3956666,83.74,4.48,27:00.0
60000,0,111,27:00.0,28:21.3,28:21.3,111,1.3705001,82.23,4.44,28:00.0
60000,0,115,28:00.0,32:34.6,28:21.4,115,1.4638335,87.83,4.6,29:00.0
60000,0,117,29:00.0,32:34.6,32:34.6,117,1.4803332,88.82,4.68,30:00.0
60000,0,108,30:00.0,32:34.8,32:34.8,108,1.3266667,79.6,4.31,31:00.0
60000,0,114,31:00.0,32:34.8,32:34.8,114,1.4215001,85.29,4.55,32:00.0
55531,0,99,32:00.0,33:00.0,32:34.9,99,1.3271816,73.69998,3.9599981,33:00.0
60000,0,110,33:00.0,33:59.5,33:00.6,110,1.3769993,82.61996,4.3899975,34:00.0
60000,0,117,34:00.0,34:59.8,34:00.1,117,1.4736662,88.41997,4.679997,35:00.0
60000,0,120,35:00.0,35:59.7,35:00.4,120,1.5221673,91.33003,4.799997,36:00.0
54966,0,103,36:00.0,49:57.4,36:00.3,103,1.420309,78.070015,4.1199975,37:00.0
19651,0,34,37:00.0,49:57.4,49:57.4,34,1.2777778,25.11,1.33,38:00.0
23691,0,38,38:00.0,49:57.5,49:57.5,38,1.1666666,27.64,1.49,39:00.0
19682,0,34,41:00.0,49:57.6,49:57.6,34,1.2777778,25.15,1.34,42:00.0
6427,0,10,42:00.0,49:57.6,49:57.6,10,1.1388888,7.32,0.39,43:00.0
6013,0,10,43:00.0,49:57.7,49:57.7,10,1.2222222,7.35,0.39,44:00.0
5751,0,9,44:00.0,49:57.7,49:57.7,9,1.1388888,6.55,0.36,45:00.0
19984,0,30,45:00.0,49:57.8,49:57.8,30,1.0833333,21.65,1.19,46:00.0
16216,0,27,48:00.0,49:57.8,49:57.8,27,1.2222222,19.82,1.06,49:00.0
47622,0,89,49:00.0,49:59.6,49:57.8,89,1.4150747,67.39,3.5299997,50:00.0
60000,0,110,50:00.0,50:59.8,50:00.3,110,1.3548338,81.29003,4.399997,51:00.0
11632,0,19,51:00.0,51:11.1,51:00.4,19,1.1923239,13.869997,0.76000005,52:00.0
12463,0,23,52:00.0,52:59.8,52:54.0,23,1.3776623,17.17,0.84000015,53:00.0
12445,0,21,53:00.0,55:01.0,53:00.4,21,1.2438672,15.48,0.8399999,54:00.0
18760,0,32,31:00.0,35:03.7,35:03.7,32,1.25,23.45,1.26,32:00.0
19309,0,34,32:00.0,35:03.7,35:03.7,34,1.3055556,25.21,1.34,33:00.0
55596,0,96,33:00.0,35:03.8,35:03.8,96,1.2777778,71.04,3.83,34:00.0
60000,0,112,34:00.0,35:03.8,35:03.8,112,1.407,84.42,4.48,35:00.0
60000,0,112,35:00.0,55:00.9,55:00.9,112,1.3988333,83.93,4.48,36:00.0
28983,0,51,36:00.0,55:01.0,55:01.0,51,1.3055556,37.84,2.03,37:00.0
7348,0,10,37:00.0,55:01.0,55:01.0,10,0.9444444,6.94,0.4,38:00.0
14609,0,24,38:00.0,55:01.1,55:01.1,24,1.1944444,17.45,0.95,39:00.0
25392,0,43,52:00.0,55:01.2,55:01.2,43,1.25,31.74,1.7,53:00.0
10908,0,18,53:00.0,55:01.2,55:01.2,18,1.1944444,13.03,0.7,54:00.0
9283,0,18,55:00.0,04:57.6,04:57.6,18,1.4444444,13.41,0.69,56:00.0
11564,0,21,56:00.0,04:57.7,04:57.7,21,1.3611112,15.74,0.82,57:00.0
14760,0,25,03:00.0,04:57.8,04:57.8,25,1.25,18.45,0.97,04:00.0
40567,0,69,04:00.0,04:59.4,04:57.9,69,1.2487731,50.66,2.7499998,05:00.0
49373,0,82,05:00.0,05:59.5,05:00.1,82,1.2129924,59.889996,3.2399998,06:00.0
60000,0,106,06:00.0,06:59.5,06:00.1,106,1.2951664,77.709984,4.2399974,07:00.0
60000,0,108,07:00.0,08:59.8,07:00.1,108,1.3173333,79.03999,4.31,08:00.0
59632,0,101,08:00.0,08:59.9,08:59.9,101,1.25,74.54,4.04,09:00.0
60000,0,101,09:00.0,09:59.5,09:00.2,101,1.2311668,73.87002,4.0399976,10:00.0
60000,0,100,10:00.0,10:59.6,10:00.1,100,1.2161669,72.97001,3.9999974,11:00.0
60000,0,94,11:00.0,12:14.2,11:00.2,94,1.1338332,68.02999,3.7499995,12:00.0
60000,0,98,12:00.0,15:01.7,12:14.3,98,1.1909996,71.45998,3.9199984,13:00.0
60000,0,106,13:00.0,15:01.8,15:01.8,106,1.2986667,77.92,4.24,14:00.0
60000,0,104,14:00.0,15:01.8,15:01.8,104,1.2680001,76.08,4.16,15:00.0
59669,0,100,15:00.0,16:41.9,15:12.4,100,1.2277558,73.26001,3.989998,16:00.0
60000,0,101,16:00.0,16:59.5,16:42.0,101,1.235333,74.11998,4.039999,17:00.0
60000,0,106,17:00.0,17:59.5,17:00.1,106,1.3035,78.21001,4.24,18:00.0
60000,0,106,18:00.0,24:25.1,18:00.1,106,1.292666,77.55997,4.239998,19:00.0
60000,0,107,19:00.0,24:25.3,24:25.3,107,1.3135,78.81,4.28,20:00.0
60000,0,113,20:00.0,24:25.4,24:25.4,113,1.4020001,84.12,4.52,21:00.0
60000,0,111,21:00.0,24:25.4,24:25.4,111,1.3765,82.59,4.44,22:00.0
60000,0,112,22:00.0,24:25.5,24:25.5,112,1.3928334,83.57,4.47,23:00.0
60000,0,110,23:00.0,24:25.5,24:25.5,110,1.3626667,81.76,4.4,24:00.0
53920,0,92,24:00.0,25:01.5,24:25.5,92,1.2529618,67.56002,3.6799986,25:00.0
60000,0,101,25:00.0,27:36.3,25:02.3,101,1.232667,73.960014,4.039998,26:00.0
5767,0,10,26:00.0,27:36.4,27:36.4,10,1.2777778,7.37,0.39,27:00.0
18142,0,30,27:00.0,27:36.5,27:36.5,30,1.1944444,21.67,1.19,28:00.0
56751,0,94,09:00.0,10:15.3,09:03.7,94,1.2080839,68.56,3.7499995,10:00.0
56455,0,95,10:00.0,10:59.6,10:15.4,95,1.2370741,69.84002,3.7899973,11:00.0
18555,0,30,11:00.0,15:08.9,11:00.3,30,1.1769797,21.839996,1.1999999,12:00.0
2580,0,7,31:00.0,32:01.5,32:01.5,7,1.9722222,5.09,0.27,32:00.0
10185,0,18,03:00.0,03:20.8,03:20.8,18,1.3333334,13.58,0.69,04:00.0
14343,0,19,32:00.0,32:55.8,32:36.9,19,0.91816974,13.169997,0.7600001,33:00.0
51965,0,86,02:00.0,02:59.8,02:44.6,86,1.2102225,62.890003,3.4199991,03:00.0
56564,0,91,03:00.0,03:59.6,03:00.4,91,1.169995,66.17999,3.6299982,04:00.0
60000,0,107,04:00.0,04:59.5,04:00.3,107,1.3201665,79.209984,4.2699976,05:00.0
59343,0,104,05:00.0,05:57.6,05:00.1,104,1.297368,76.99004,4.1599975,06:00.0
11034,0,19,09:00.0,15:00.1,15:00.1,19,1.2777778,14.1,0.75,10:00.0
12303,0,19,11:00.0,15:00.2,15:00.2,19,1.1111112,13.67,0.74,12:00.0
17472,0,30,15:00.0,29:42.8,29:42.8,30,1.25,21.84,1.18,16:00.0
15190,0,24,16:00.0,29:42.9,29:42.9,24,1.1388888,17.3,0.95,17:00.0
14575,0,25,19:00.0,29:42.9,29:42.9,25,1.25,18.22,0.99,20:00.0
8777,0,14,20:00.0,29:43.0,29:43.0,14,1.1666666,10.24,0.55,21:00.0
9264,0,16,21:00.0,29:43.1,29:43.1,16,1.25,11.58,0.64,22:00.0
37504,0,64,28:00.0,29:43.2,29:43.2,64,1.25,46.88,2.53,29:00.0
60000,0,108,29:00.0,29:59.6,29:43.3,108,1.3395,80.369995,4.3199987,30:00.0
38314,0,67,30:00.0,30:37.3,30:00.2,67,1.2982004,49.740017,2.6799986,31:00.0
21285,0,29,31:00.0,31:58.5,31:38.7,29,0.9565121,20.360003,1.16,32:00.0
47344,0,68,32:00.0,32:56.8,32:03.9,68,1.015954,48.100006,2.7199988,33:00.0
33058,0,46,33:00.0,33:40.5,33:04.5,46,0.9834188,32.509995,1.8399996,34:00.0
24848,0,38,31:00.0,34:23.6,34:23.6,38,1.1388888,28.3,1.2,32:00.0
53864,0,95,32:00.0,34:23.7,34:23.7,95,1.3333334,71.82,2.91,33:00.0
60000,0,110,33:00.0,34:23.8,34:23.8,110,1.3928334,83.57,3.3,34:00.0
54026,0,97,34:00.0,34:59.7,34:23.8,97,1.3667269,73.84002,2.9099982,35:00.0
60000,0,111,35:00.0,36:03.6,35:00.2,111,1.4016666,84.1,3.3299973,36:00.0
60000,0,116,36:00.0,36:59.6,36:03.7,116,1.4821651,88.92991,3.4799972,37:00.0
60000,0,121,37:00.0,40:10.7,37:00.1,121,1.5586667,93.520004,3.6299999,38:00.0
60000,0,121,38:00.0,40:10.7,40:10.7,121,1.571,94.26,3.63,39:00.0
60000,0,118,39:00.0,40:10.8,40:10.8,118,1.522,91.32,3.54,40:00.0
60000,0,117,40:00.0,40:59.6,40:10.8,117,1.5086663,90.51997,3.5099974,41:00.0
57073,0,110,41:00.0,43:58.5,41:00.5,110,1.4912367,85.11001,3.2999978,42:00.0
9697,0,18,10:00.0,10:41.8,10:33.1,18,1.4138072,13.709999,0.55999994,11:00.0
14899,0,27,36:00.0,55:01.2,55:01.2,27,1.3611112,20.28,0.85,37:00.0
45949,0,80,37:00.0,55:01.3,55:01.3,80,1.3055556,59.99,2.44,38:00.0
60000,0,113,38:00.0,55:01.4,55:01.4,113,1.4426665,86.56,3.39,39:00.0
60000,0,120,39:00.0,55:01.4,55:01.4,120,1.5475,92.85,3.6,40:00.0
22122,0,41,40:00.0,55:01.5,55:01.5,41,1.4166666,31.34,1.27,41:00.0
60000,0,113,41:00.0,55:01.5,55:01.5,113,1.4333333,86,3.39,42:00.0
45515,0,84,42:00.0,55:01.6,55:01.6,84,1.4166666,64.48,2.52,43:00.0
5604,0,8,43:00.0,55:01.6,55:01.6,8,1.0277777,5.76,0.26,44:00.0
23385,0,42,44:00.0,55:01.7,55:01.7,42,1.3611112,31.83,1.3,45:00.0
5483,0,9,45:00.0,55:01.7,55:01.7,9,1.1944444,6.55,0.29,46:00.0
28547,0,50,56:00.0,58:20.7,58:20.7,50,1.3055556,37.27,1.57,57:00.0
18472,0,31,57:00.0,58:20.8,58:20.8,31,1.25,23.09,0.97,58:00.0
10506,0,19,58:00.0,58:20.8,58:20.8,19,1.3611112,14.3,0.59,59:00.0
5500,0,10,36:00.0,36:51.0,36:51.0,10,1.3888888,7.64,0.4,37:00.0
20534,0,39,37:00.0,38:32.3,37:18.7,39,1.452218,29.82,1.51,38:00.0
56482,0,103,38:00.0,40:39.3,38:32.8,103,1.3729855,77.549995,4.0600004,39:00.0
60000,0,120,39:00.0,40:39.5,40:39.5,120,1.5553331,93.31999,4.7799997,40:00.0
5113,0,10,40:00.0,40:39.8,40:39.8,10,1.5,7.669998,0.39999962,41:00.0
60000,0,122,41:00.0,44:42.8,44:42.8,122,1.5556663,93.33998,4.8500004,42:00.0
47452,0,91,42:00.0,44:43.0,44:43.0,91,1.4722222,69.859985,3.6399994,43:00.0
30685,0,59,44:00.0,52:44.9,44:43.1,59,1.4831212,45.51001,2.2800045,45:00.0
30139,0,58,56:00.0,15:00.3,56:42.2,58,1.4761428,44.48999,2.2600002,57:00.0
23564,0,41,57:00.0,15:00.4,15:00.4,41,1.2777778,30.109985,1.6599998,58:00.0
